dataset,model,seed,n_train,n_test,series_length,n_classes,total_time,peak_memory_mb,accuracy,f1_macro,f1_weighted,status,error_msg
TwoPatterns,mpshydra,42,1000,4000,128,4,1.3111274589973618,147.8983679999999,0.98575,0.9857673090976363,0.985735720936935,ok,
UMD,mpshydra,42,36,144,150,3,0.10858729200117523,31.064064000000144,0.9861111111111112,0.9861103575088924,0.9861103575088924,ok,
UWaveGestureLibraryAll,mpshydra,42,896,3582,945,8,14.296059499996773,-26.574848000000202,0.9706867671691792,0.9704431819125272,0.9706139608666576,ok,
UWaveGestureLibraryX,mpshydra,42,896,3582,315,8,4.064040750003187,496.58265599999993,0.8565047459519821,0.852190030296629,0.8536132125367122,ok,
UWaveGestureLibraryY,mpshydra,42,896,3582,315,8,3.9641568340011872,1.4745600000001104,0.7948073701842546,0.792571986998662,0.7924340652034377,ok,
UWaveGestureLibraryZ,mpshydra,42,896,3582,315,8,3.9623094999988098,0.8847359999999753,0.7964824120603015,0.7923501009738885,0.7913523793391359,ok,
Wafer,mpshydra,42,1000,6164,152,2,2.655428124999162,300.74470399999996,1.0,1.0,1.0,ok,
Wine,mpshydra,42,57,54,234,2,0.23540450000291457,39.61651200000006,0.8888888888888888,0.8888888888888888,0.8888888888888888,ok,
WordSynonyms,mpshydra,42,267,638,270,25,0.8272376250024536,83.41094399999997,0.7445141065830722,0.6150125039719267,0.722018848122313,ok,
Worms,mpshydra,42,181,77,900,5,1.0228970829994068,55.13216000000011,0.7402597402597403,0.720915833025422,0.729532764572793,ok,
WormsTwoClass,mpshydra,42,181,77,900,2,0.780157875000441,0.5079040000000532,0.7662337662337663,0.7629958960328318,0.766953292945085,ok,
Yoga,mpshydra,42,300,3000,426,2,3.9541097920009634,21.069824000000153,0.9326666666666666,0.9322754898963077,0.9326426470404167,ok,
